query	lat	lon	lat_min	lat_max	lon_min	lon_max
Charleston, SC	32.7876012	-79.9402728	32.668505	32.973515	-80.1438459	-79.797064
Cherokee, SC	35.0372626	-81.6480755	34.8393263	35.1840345	-81.8746194	-81.3666369
Chester, SC	34.7048613	-81.2142561	34.690789	34.719235	-81.235288	-81.190781
Chesterfield, SC	34.735989	-80.0881194	34.71769	34.747593	-80.120823	-80.044884
Clarendon, SC	34.5498302	-82.6279108	34.5298302	34.5698302	-82.6479108	-82.6079108
Colleton, SC	33.0398845	-80.882323	33.0198845	33.0598845	-80.902323	-80.862323
Darlington, SC	34.2998762	-79.8761741	34.2598762	34.3398762	-79.9161741	-79.8361741
Dillon, SC	34.4165391	-79.3713948	34.389126	34.450323	-79.393736	-79.346758
Dorchester, SC	32.8496198	-79.9881442	32.8296198	32.8696198	-80.0081442	-79.9681442
Edgefield, SC	33.7895774	-81.9295582	33.758133	33.815497	-81.954742	-81.901491
Fairfield, SC	32.4903136	-80.3349118	32.4898719	32.4904078	-80.3352007	-80.3348324
Florence, SC	34.1984435	-79.7671658	34.110618	34.22983	-79.87218	-79.71702
Georgetown, SC	33.376834	-79.2944965	33.317228	33.395504	-79.323169	-79.26659
Greenville, SC	34.851354	-82.3984882	34.7687981	34.890824	-82.4349118	-82.2869685
Greenwood, SC	34.1954001	-82.1617883	34.147008	34.273403	-82.199616	-82.102701
Hampton, SC	32.8779425	-81.1276052	32.843971	32.891678	-81.134344	-81.085142
Horry, SC	33.9368081	-79.1341782	33.9168081	33.9568081	-79.1541782	-79.1141782
Jasper, SC	32.4048602	-81.0414726	32.033454	32.753151	-81.2812439	-80.7463317
Kershaw, SC	34.5517286	-80.5832479	34.525691	34.557374	-80.604284	-80.569287
Lancaster, SC	34.7204257	-80.7709015	34.687017	34.760995	-80.812052	-80.745788
Laurens, SC	34.4989248	-82.0156362	34.474223	34.553134	-82.079486	-81.976089
Lee, SC	34.0053752	-80.9491751	34.0052123	34.0059891	-80.9492438	-80.9487247
Lexington, SC	33.9804494	-81.2374167	33.949646	34.018237	-81.275809	-81.1432
Marion, SC	34.178216	-79.4006069	34.160269	34.198763	-79.438029	-79.341591
Marlboro, SC	34.5368242	-79.7325614	34.5168242	34.5568242	-79.7525614	-79.7125614
McCormick, SC	33.9134577	-82.2934586	33.887438	33.935717	-82.3133	-82.243967
Newberry, SC	34.2753247	-81.6188633	34.249504	34.313866	-81.63794	-81.54331
Oconee, SC	34.7622221	-83.1099645	34.4720341	35.0561977	-83.3539979	-82.8289752
Orangeburg, SC	33.4918203	-80.8556476	33.442071	33.532841	-80.897776	-80.83323
Pickens, SC	34.8834489	-82.7073573	34.864692	34.908243	-82.732419	-82.686203
Richland, SC	34.0557098	-80.9914791	34.0357098	34.0757098	-81.0114791	-80.9714791
Saluda, SC	34.0015232	-81.7720522	33.986263	34.015606	-81.789263	-81.753489
Spartanburg, SC	34.9498007	-81.9320157	34.90146	34.982502	-81.998107	-81.846736
Sumter, SC	33.9204354	-80.3414693	33.863312	33.995403	-80.493671	-80.306068
Union, SC	34.7151939	-81.6237462	34.694815	34.75314	-81.656664	-81.593896
Williamsburg, SC	33.9683795	-80.420206092846	33.9650031	33.971507	-80.425288	-80.4140943
York, SC	34.9940463	-81.2424638	34.957657	35.029575	-81.2708023	-81.185057
Aurora, SD	43.6963371	-98.5722461	43.498471	43.9377392	-98.8076048	-98.320595
Beadle, SD	44.4157764	-98.2751583	44.196411	44.634151	-98.7069072	-97.850594
Bennett, SD	43.1854085	-101.655263	42.996238	43.389435	-102.115822	-101.227692
Bon Homme, SD	43.0067408	-97.8721324	42.762299	43.1694759	-98.1628003	-97.6342764
Brookings, SD	44.311461	-96.79844	44.2679279	44.3335843	-96.829109	-96.746077
Brown, SD	45.5832968	-98.3674786	45.24037	45.9386868	-98.730011	-97.97878
Brule, SD	43.6848301	-99.0538876	43.4991896	43.9352239	-99.468636	-98.794345
Buffalo, SD	44.0646363	-99.1707339	43.933184	44.198231	-99.573502	-98.925667
Butte, SD	44.9121731	-103.5267067	44.5707574	45.214348	-104.0577568	-102.957611
Campbell, SD	45.7560544	-100.0441548	45.594879	45.943654	-100.511793	-99.719666
Charles Mix, SD	43.2257871	-98.6162758	42.836925	43.499743	-99.309502	-98.0656171
Clark, SD	44.8684319	-97.7431382	44.543617	45.154369	-97.982964	-97.490685
Clay, SD	42.9190617	-96.9712933	42.7019758	43.0837382	-97.160771	-96.805423
Codington, SD	44.9695646	-97.1976513	44.803535	45.153687	-97.49514	-96.885033
Corson, SD	45.7135207	-101.1797766	45.472061	45.944559	-102.000183	-100.298294
Custer, SD	43.6726477	-103.5101597	43.4767914	43.857052	-104.055453	-102.6866982
Davison, SD	43.6660467	-98.1383168	43.4978726	43.851461	-98.3255	-97.9645915
Day, SD	45.3658879	-97.6152661	45.1512033	45.589207	-97.9816482	-97.225105
Deuel, SD	44.7554353	-96.671551	44.5444526	44.9787553	-96.887413	-96.451232
Dewey, SD	45.1788983	-100.8592127	44.725628	45.4728313	-101.500771	-100.260872
Douglas, SD	43.3969325	-98.3406673	43.1973789	43.4992258	-98.707242	-98.109463
Edmunds, SD	45.4163408	-99.2220208	45.243762	45.595306	-99.709572	-98.722482
Fall River, SD	43.2264954	-103.5791473	43.0007344	43.4772041	-104.0547314	-103.0007802
Faulk, SD	45.0743643	-99.1739778	44.8969062	45.246471	-99.575127	-98.7164894
Grant, SD	45.1690114	-96.7057561	44.9772	45.3289576	-97.2262904	-96.452026
Gregory, SD	43.1713788	-99.1674843	42.997967	43.4997339	-99.533012	-98.4985499
Haakon, SD	44.2887741	-101.5756888	43.993664	44.7430746	-102.011963	-101.0468931
Hamlin, SD	44.6754502	-97.2005816	44.5431406	44.804668	-97.492096	-96.885719
Hand, SD	44.5405047	-99.0053027	44.195866	44.897568	-99.313217	-98.699387
Hanson, SD	43.6615541	-97.7945361	43.4990244	43.850688	-97.968401	-97.6064682
Harding, SD	45.5509163	-103.4791412	45.212444	45.945335	-104.045443	-102.942461
Hughes, SD	44.4047339	-99.946102	44.098824	44.549889	-100.579788	-99.597466
Hutchinson, SD	43.3271413	-97.7396791	43.1683384	43.499899	-98.1147619	-97.3991996
Hyde, SD	44.5103405	-99.4936719	44.193073	44.898617	-99.675003	-99.298676
Jackson, SD	43.668546	-101.6595883	43.388248	43.994873	-102.1434682	-101.066109
Jerauld, SD	44.0797601	-98.6182042	43.9348678	44.198551	-98.9273039	-98.3315425
Jones, SD	43.9667174	-100.6853793	43.7111012	44.1687069	-101.0686927	-100.3384131
Kingsbury, SD	44.3631469	-97.4882433	44.195933	44.545341	-97.852951	-97.1280765
Lake, SD	44.0188394	-97.1267291	43.8480001	44.196507	-97.369705	-96.887421
Lawrence, SD	44.3501591	-103.8248538	44.1404503	44.6048407	-104.055927	-103.4524334
Lincoln, SD	43.2724187	-96.7387762	43.083432	43.5004953	-96.9248916	-96.4363403
Lyman, SD	43.9176386	-99.8581638	43.499416	44.218697	-100.3674207	-99.281822
Marshall, SD	45.7619018	-97.6300108	45.5587251	45.9359371	-97.980164	-97.226883
McCook, SD	43.6719795	-97.37153	43.499451	43.849059	-97.609089	-97.1290136
McPherson, SD	45.7350535	-99.2473056	45.591057	45.941104	-99.721619	-98.7244792
Meade, SD	44.5263375	-102.6463435	44.1394189	45.039494	-103.574692	-101.999977
Mellette, SD	43.561525	-100.7249944	43.38839	43.8580331	-101.2335523	-100.214088
Miner, SD	44.0129518	-97.6043451	43.8485562	44.196411	-97.85111	-97.3695129
Minnehaha, SD	43.6680284	-96.7837626	43.4992113	43.8494878	-97.1295151	-96.4531328
Moody, SD	43.998215	-96.6671385	43.8475139	44.198395	-96.8888246	-96.452774
Oglala Lakota, SD	43.188594	-102.739621	43.144512	43.209326	-102.800009	-102.680387
Pennington, SD	43.9955746	-102.7854668	43.6849397	44.5082948	-104.055453	-102.001831
Perkins, SD	45.5288022	-102.5053545	45.038174	45.94545	-102.960487	-101.9987984
Potter, SD	45.0764805	-99.9607952	44.898247	45.246899	-100.426277	-99.571938
Roberts, SD	45.6000291	-97.0000238	45.2967711	45.935991	-97.230469	-96.4719879
Sanborn, SD	44.0089691	-98.0834349	43.849857	44.197399	-98.332031	-97.850594
Spink, SD	44.9438314	-98.3730958	44.6317529	45.24373	-98.717758	-97.976841
Stanley, SD	44.4189684	-100.802728	44.168282	44.782646	-101.170601	-99.890503
Sully, SD	44.7173891	-100.0690149	44.5476871	44.898685	-100.730644	-99.673912
Todd, SD	43.184924	-100.7438395	42.997881	43.3904581	-101.228081	-100.197891
Tripp, SD	43.3235158	-99.8941094	42.99788	43.7663195	-100.2310081	-99.532066
Turner, SD	43.3256378	-97.136978	43.083142	43.5001256	-97.4014299	-96.9239015
Union, SD	42.8717888	-96.6772947	42.4798925	43.083869	-96.8066643	-96.4402046
Walworth, SD	45.4043853	-100.0072972	45.245866	45.595821	-100.486488	-99.708986
Yankton, SD	42.8712938	-97.3967011	42.8630805	42.926357	-97.4319089	-97.347658
Ziebach, SD	44.9241074	-101.7110445	44.506596	45.4728073	-102.002502	-101.1366799
Anderson, TN	36.5403808	-82.3212503	36.5203808	36.5603808	-82.3412503	-82.3012503
Bedford, TN	11.3493093	76.8011024	11.3293093	11.3693093	76.7811024	76.8211024
Benton, TN	35.1742411	-84.6535468	35.161366	35.189694	-84.676472	-84.628378
Bledsoe, TN	36.5155994	-86.2655447	36.4955994	36.5355994	-86.2855447	-86.2455447
Blount, TN	35.6719722	-83.9314465	35.4605486	35.887089	-84.188431	-83.6632
Bradley, TN	36.1183024	-86.024139	36.1182684	36.1183939	-86.0245915	-86.0234148
Campbell, TN	36.0820069	-85.5360883	36.0620069	36.1020069	-85.5560883	-85.5160883
Cannon, TN	35.8044159	-86.0512075	35.644802	35.966919	-86.21862	-85.880264
Carroll, TN	35.7184028	-88.8200586	35.6984028	35.7384028	-88.8400586	-88.8000586
Carter, TN	36.412891	-82.0804034	36.392891	36.432891	-82.1004034	-82.0604034
Cheatham, TN	36.2444954	-87.0967857	36.041312	36.4556866	-87.2889615	-86.909592
Chester, TN	35.4265564	-88.6009817	35.247586	35.590569	-88.842135	-88.355751
Claiborne, TN	36.4673161	-83.6786377	36.331863	36.6008122	-84.0085275	-83.369255
Clay, TN	36.5125924	-85.5323062	36.403149	36.6267826	-85.813385	-85.267284
Cocke, TN	35.9467093	-83.103978	35.71328	36.182507	-83.316147	-82.8960873
Coffee, TN	35.4906115	-86.069633	35.288975	35.704548	-86.279762	-85.86969
Crockett, TN	36.2981215	-89.0428435	36.2781215	36.3181215	-89.0628435	-89.0228435
Cumberland, TN	36.1929877	-86.6723704	36.1925645	36.1937843	-86.6730181	-86.6713643
Davidson, TN	36.5681234	-85.0224493	36.5481234	36.5881234	-85.0424493	-85.0024493
Decatur, TN	35.5147939	-84.7902223	35.503624	35.551723	-84.812809	-84.773648
DeKalb, TN	35.9804643	-85.83965	35.825829	36.131912	-86.058044	-85.6303753
Dickson, TN	36.0766534	-87.3870096	36.004466	36.113859	-87.429913	-87.312504
Dyer, TN	36.0667348	-88.9939549	36.040514	36.097208	-89.009651	-88.971427
Fayette, TN	35.1739357	-89.4175416	34.993754	35.404803	-89.644282	-89.183944
Fentress, TN	36.3639975	-84.9303411	36.13308	36.5811068	-85.122467	-84.659531
Franklin, TN	35.925206	-86.8689419	35.82938	35.9815351	-86.9479479	-86.749446
Gibson, TN	35.8753458	-88.846728	35.868495	35.881593	-88.852664	-88.836274
Giles, TN	35.2178285	-87.0296239	34.9917716	35.4562179	-87.232162	-86.828332
Grainger, TN	36.2810821	-83.5107018	36.080711	36.4323173	-83.732864	-83.255188
Greene, TN	36.1698443	-82.8766356	35.921814	36.419056	-83.173309	-82.577126
Grundy, TN	35.3697894	-85.7106606	35.215179	35.531597	-85.913788	-85.485428
Hamblen, TN	36.2068067	-83.267995	36.081318	36.345222	-83.468781	-83.082832
Hamilton, TN	36.4987144	-82.2615242	36.4787144	36.5187144	-82.2815242	-82.2415242
Hancock, TN	36.2836689	-88.3111549	36.2636689	36.3036689	-88.3311549	-88.2911549
Hardeman, TN	35.1743058	-88.9963359	34.993926	35.432816	-89.198288	-88.781768
Hardin, TN	35.1946569	-88.1857563	34.995463	35.420647	-88.380508	-87.9816261
Hawkins, TN	36.429878	-82.9568899	36.242111	36.5940975	-83.289078	-82.600334
Haywood, TN	35.5675653	-89.287824	35.397126	35.822657	-89.502118	-89.069466
Henderson, TN	35.4392435	-88.6414411	35.408425	35.477373	-88.698323	-88.605776
Henry, TN	36.2039488	-88.4197705	36.190432	36.208776	-88.437105	-88.387508
Hickman, TN	36.1439464	-85.9405429	36.1239464	36.1639464	-85.9605429	-85.9205429
Houston, TN	35.2414681	-87.9178052	35.2214681	35.2614681	-87.9378052	-87.8978052
Humphreys, TN	36.018558	-87.7721645	35.803703	36.244637	-88.025253	-87.533882
Jackson, TN	35.6144446	-88.8177418	35.540226	35.756726	-88.921087	-88.756655
Jefferson, TN	35.8945097	-85.7110932	35.8745097	35.9145097	-85.7310932	-85.6910932
Johnson, TN	35.6722958	-84.5624337	35.6522958	35.6922958	-84.5824337	-84.5424337
Knox, TN	35.9859998	-83.9375598	35.7943	36.1858316	-84.2729954	-83.651077
Lake, TN	35.91603	-85.0762293735017	35.9157536	35.916366	-85.0765456	-85.0760451
Lauderdale, TN	35.7579793	-89.6175055	35.537561	35.947723	-89.958879	-89.339326
Lawrence, TN	35.6486823	-88.7906131	35.6286823	35.6686823	-88.8106131	-88.7706131
Lewis, TN	35.646012	-84.185726	35.643246	35.648601	-84.186659	-84.184388
Lincoln, TN	35.015087	-86.507493	34.995087	35.035087	-86.527493	-86.487493
Loudon, TN	35.7328541	-84.3338113	35.70214	35.775677	-84.421991	-84.29052
Macon, TN	35.1531441	-89.4897984	35.1331441	35.1731441	-89.5097984	-89.4697984
Madison, TN	36.2561646	-86.7138861	36.2461646	36.2661646	-86.7238861	-86.7038861
Marion, TN	36.5403579	-83.927144	36.5203579	36.5603579	-83.947144	-83.907144
Marshall, TN	36.5728768	-82.66099	36.5528768	36.5928768	-82.68099	-82.64099
Maury, TN	35.6285992	-87.0736684	35.4087074	35.8504975	-87.3543049	-86.7820329
McMinn, TN	35.444223	-84.624875	35.237865	35.644951	-84.859962	-84.4011
McNairy, TN	35.3120246	-88.6272722	35.2920246	35.3320246	-88.6472722	-88.6072722
Meigs, TN	35.51017	-84.8109718	35.2857331	35.753208	-85.030998	-84.619835
Monroe, TN	36.4370083	-85.2424622	36.4170083	36.4570083	-85.2624622	-85.2224622
Montgomery, TN	35.4653518	-88.1564234	35.4453518	35.4853518	-88.1764234	-88.1364234
Moore, TN	35.2835629	-86.3411514	35.122761	35.412632	-86.531105	-86.2439896
Morgan, TN	36.1372409	-84.629496	35.907455	36.376568	-84.912613	-84.3432324
Obion, TN	36.2589567	-89.1917353	36.240775	36.300757	-89.219851	-89.172087
Overton, TN	35.2470321	-89.9956448	35.2270321	35.2670321	-90.0156448	-89.9756448
Perry, TN	36.347077	-87.162101	36.347077	36.3472898	-87.162101	-87.1616346
Pickett, TN	36.5559316	-84.7962610912826	36.5392514	36.5722654	-84.8130864	-84.7789076
Polk, TN	36.3081218	-89.1178448	36.2881218	36.3281218	-89.1378448	-89.0978448
Putnam, TN	36.1379872	-85.4553784	35.9784841	36.3050552	-85.8093085	-85.1000128
Rhea, TN	35.6123863	-84.9347264	35.409178	35.82523	-85.146507	-84.711472
Roane, TN	35.84857	-84.5225522	35.644539	36.0486814	-84.788895	-84.262817
Robertson, TN	35.2656375	-88.7186641	35.2456375	35.2856375	-88.7386641	-88.6986641
Rutherford, TN	36.1275674	-88.9858988	36.096749	36.149871	-89.009464	-88.980414
Scott, TN	35.6547942	-84.7510532	35.6347942	35.6747942	-84.7710532	-84.7310532
Sequatchie, TN	35.1156326	-85.5935781	35.0956326	35.1356326	-85.6135781	-85.5735781
Sevier, TN	35.8047065	-83.5291901	35.5619376	36.043266	-83.794525	-83.2515268
Shelby, TN	35.3539638	-89.952512	35.3537057	35.3540076	-89.9528033	-89.9497242
Smith, TN	35.8092329	-88.539775	35.7892329	35.8292329	-88.559775	-88.519775
Stewart, TN	36.3206104	-87.8414143	36.3006104	36.3406104	-87.8614143	-87.8214143
Sullivan, TN	36.4966673	-82.286903	36.394619	36.616213	-82.700943	-81.8266795
Sumner, TN	36.4496718	-86.4685413	36.244204	36.652445	-86.754795	-86.2072346
Tipton, TN	35.4136951	-89.8198058	35.3936951	35.4336951	-89.8398058	-89.7998058
Trousdale, TN	35.6695163	-85.9388752	35.6495163	35.6895163	-85.9588752	-85.9188752
Unicoi, TN	36.1953862	-82.3495818	36.174734	36.260607	-82.381961	-82.269894
Union, TN	36.0709104	-84.4857685	36.0509104	36.0909104	-84.5057685	-84.4657685
Van Buren, TN	35.1314754	-89.0753417	35.1114754	35.1514754	-89.0953417	-89.0553417
Warren, TN	35.2384198	-89.442852	35.2184198	35.2584198	-89.462852	-89.422852
Washington, TN	36.2636501	-82.4911791	36.0959643	36.44479	-82.702782	-82.300133
Wayne, TN	35.2499093	-87.8084373	35.003523	35.494019	-88.0248022	-87.575317
Weakley, TN	35.2645241	-87.1886241	35.2445241	35.2845241	-87.2086241	-87.1686241
White, TN	35.24140845	-89.5050354316898	35.2413434	35.2414677	-89.5051349	-89.5049374
Williamson, TN	35.8772991	-86.8978708	35.70631	36.052722	-87.2150777	-86.599518
Wilson, TN	36.4243192	-86.9379329	36.4236798	36.4243192	-86.938095	-86.9379329
Anderson, TX	31.7819242	-95.6258199	31.503669	32.0844806	-96.0648041	-95.25888
Andrews, TX	32.2690953	-102.6042447	32.086848	32.5233719	-103.0647422	-102.2110494
Angelina, TX	31.2544545	-94.6181177	31.026151	31.5268089	-95.0055024	-94.1295327
Aransas, TX	28.1987876	-96.947708	27.83453	28.3192465	-97.2577988	-96.79024
Archer, TX	33.5816594	-98.7044869	33.3955351	33.835867	-98.9540835	-98.4208388
Armstrong, TX	34.9295608	-101.3449139	34.7483123	35.1832152	-101.6292006	-101.0861284
Atascosa, TX	28.8554434	-98.5316314	28.6126503	29.2504789	-98.8048882	-98.098672
Austin, TX	30.2711286	-97.7436995	30.0984576	30.5166255	-97.9367663	-97.5605288
Bailey, TX	34.0349194	-102.8149372	33.8246831	34.3129215	-103.0474217	-102.615158
Bandera, TX	29.7643475	-99.234526	29.5516357	29.907719	-99.603357	-98.7789131
Bastrop, TX	30.11075895	-97.321926132782	29.7865244	30.4196697	-97.6490607	-97.0243881
Baylor, TX	33.574962	-99.2000611	33.3975164	33.8340456	-99.4753744	-98.953143
Bee, TX	28.3871179	-97.7191838	28.1296081	28.7195449	-98.0897639	-97.3755515
Bell, TX	31.0081659	-97.4314413	30.7523663	31.3201141	-97.9137127	-97.0700348
Bexar, TX	29.4263987	-98.5104781	29.1142824	29.7607287	-98.8064883	-98.1169495
Blanco, TX	30.2419274	-98.4004594	29.9376047	30.5024003	-98.5915998	-98.1254717
Borden, TX	32.6879416	-101.425711	32.5238831	32.9635607	-101.6912862	-101.1734272
Bosque, TX	31.8778358	-97.6561014	31.5876407	32.2070089	-98.0051784	-97.277275
Bowie, TX	33.4198886	-94.4479626	33.243176	33.7390778	-94.7469748	-94.042869
Brazoria, TX	29.18161	-95.4993375	28.8100567	29.599104	-95.8739195	-95.056499
Brazos, TX	30.65231335	-96.3805801469641	30.3305586	30.9739682	-96.6018381	-96.0799063
Brewster, TX	29.8462742	-103.2400734	28.97153	30.665846	-103.8007547	-102.320851
Briscoe, TX	34.4795161	-101.1875029	34.3122589	34.748576	-101.471887	-100.944877
Brooks, TX	26.9879856	-98.2071041	26.7809771	27.2652863	-98.5366717	-97.9844518
Brown, TX	31.7525184	-98.9904722	31.4477251	32.0797858	-99.2031796	-98.6684509
Burleson, TX	30.4764878	-96.6353488	30.296368	30.7307233	-96.9635258	-96.272111
Burnet, TX	30.7763939	-98.1700016	30.4262026	31.0350285	-98.460297	-97.828544
Caldwell, TX	30.5305813	-96.6969703	30.5109614	30.551669	-96.723229	-96.677067
Calhoun, TX	28.5031572	-96.6736551	28.0477524	28.7299835	-96.9303337	-96.322057
Callahan, TX	32.2810409	-99.3612437	32.0796151	32.5151062	-99.6323551	-99.1142985
Cameron, TX	26.1291189	-97.4134281	25.83706	26.4142272	-97.86234	-97.0765211
Camp, TX	32.9723128	-94.9852858	32.905689	33.0769705	-95.152603	-94.724579
Carson, TX	35.3636563	-101.3353895	35.1816792	35.6252676	-101.623108	-101.0859546
Cass, TX	33.0560857	-94.3510366	32.8794123	33.310791	-94.6540354	-94.042719
Castro, TX	34.4952536	-102.2592314	34.3130258	34.7482344	-102.5257531	-101.9981161
Chambers, TX	29.7191125	-94.5412295	29.524617	29.8903618	-94.9806317	-94.3533293
Cherokee, TX	31.8390826	-95.1791849	31.4258707	32.1379741	-95.4608052	-94.8658815
Childress, TX	34.4923918	-100.1985963	34.3118854	34.7473795	-100.4179167	-99.9976025
Clay, TX	33.6856157	-98.2123296	33.4662349	34.157109	-98.423367	-97.947001
Cochran, TX	33.5905096	-102.805677	33.3880703	33.8251316	-103.056635	-102.5947249
Coke, TX	31.8695226	-100.5474369	31.6927362	32.0864526	-100.8253197	-100.2350319
Coleman, TX	31.7766863	-99.4461098	31.413605	32.0820462	-99.7222763	-99.1960434
Collin, TX	33.1609629	-96.6060984	32.981502	33.4053307	-96.8440326	-96.2953499
Collingsworth, TX	34.9487017	-100.2669137	34.7470882	35.1829372	-100.5409324	-100.000381
Colorado, TX	29.6099609	-96.5478826	29.2470601	29.9621741	-96.8742671	-96.1755329
Comal, TX	29.7979704	-98.2690787	29.5943383	30.0379088	-98.646221	-97.9992704
Comanche, TX	31.9130171	-98.527388	31.6841124	32.265112	-98.924378	-98.1565352
Concho, TX	31.3102947	-99.8507578	31.0869611	31.5805478	-100.1153069	-99.6014084
Cooke, TX	33.582486	-97.2055298	33.416216	33.9494167	-97.4870656	-96.9432588
Coryell, TX	31.3689333	-97.8184077	31.0694648	31.7111175	-98.1797568	-97.4187891
Cottle, TX	34.0573118	-100.283259	33.8357068	34.3136072	-100.5186409	-99.9977301
Crane, TX	31.4486118	-102.5163544	31.0862448	31.6513931	-102.7674995	-102.3009504
Crockett, TX	30.6517377	-101.3766686	30.2876444	31.0872006	-102.3906916	-100.960304
Crosby, TX	33.5778818	-101.2855737	33.3950501	33.8335868	-101.5636672	-101.0387866
Culberson, TX	31.4622625	-104.482834	30.6635685	32.000443	-104.9186807	-104.0245335
Dallam, TX	36.3127064	-102.616685	36.0548791	36.5004529	-103.0416536	-102.1626819
Dallas, TX	32.7762719	-96.7968559	32.613216	33.0239366	-97.000482	-96.4636317
Dawson, TX	32.7410762	-101.9576048	32.5231401	32.9619871	-102.2084353	-101.688577
Deaf Smith, TX	34.9323974	-102.5983118	34.7460233	35.1870472	-103.0429352	-102.1674448
Delta, TX	33.3926893	-95.6749486	33.2193022	33.49387	-95.8617498	-95.3087298
Denton, TX	33.1838787	-97.1413417	32.9874419	33.4304327	-97.3984766	-96.8340279
DeWitt, TX	29.0931328	-97.3158457	28.8132814	29.3845414	-97.754855	-96.9767699
Dickens, TX	33.6170056	-100.7614115	33.3971965	33.8357068	-101.0411956	-100.517449
Dimmit, TX	28.3821949	-99.7178226	28.1978407	28.6481112	-100.1140387	-99.3942124
Donley, TX	34.9315007	-100.8145306	34.747784	35.1830861	-101.090752	-100.5387528
Duval, TX	27.6708701	-98.5121975	27.2625243	28.0578899	-98.8033747	-98.2322622
Eastland, TX	32.2978594	-98.8630896	32.0779893	32.5151892	-99.1188419	-98.47477
Ector, TX	31.8941755	-102.5794339	31.6511284	32.0870366	-102.7991308	-102.2869117
Edwards, TX	29.9116617	-100.3457636	29.6214163	30.2906395	-100.7006156	-99.7541239
El Paso, TX	31.7754152	-106.464634	31.6224579	32.001484	-106.6357782	-106.1991528
Ellis, TX	32.3347829	-96.7920233	32.0520318	32.5492189	-97.0871038	-96.3835488
Erath, TX	32.1954856	-98.2213499	31.9173636	32.5129542	-98.5432168	-97.8648944
Falls, TX	31.2320941	-96.9262126	30.9860417	31.5221462	-97.2779896	-96.5964464
Fannin, TX	33.5372542	-96.0902822	33.3410621	33.8861298	-96.3845405	-95.8434712
Fayette, TX	29.8381635	-96.9559692	29.6280384	30.1645421	-97.3178513	-96.5693231
Fisher, TX	32.7090882	-100.3811922	32.5228148	32.9633904	-100.6606902	-100.1416894
Floyd, TX	34.0266015	-101.2765537	33.8304464	34.3125441	-101.5649703	-101.0411956
Foard, TX	33.9502317	-99.7310158	33.7264998	34.2418342	-100.0485252	-99.4729634
Fort Bend, TX	29.511218	-95.7807348	29.2625399	29.7886157	-96.0891769	-95.4239752
Franklin, TX	33.16011905	-95.21652077002	32.96189	33.3881256	-95.3090035	-95.1245796
Freestone, TX	31.6924428	-96.1629601	31.4134059	32.0125957	-96.4967691	-95.7795662
Frio, TX	28.8352831	-99.1226618	28.6405325	29.0912801	-99.4138949	-98.8008613
Gaines, TX	32.7044935	-102.6220553	32.5229343	32.959312	-103.0648409	-102.2026237
Galveston, TX	29.299328	-94.7945882	29.067156	29.399399	-95.129935	-94.623898
Garza, TX	33.1414018	-101.287742	32.9610336	33.3971965	-101.5575063	-101.0385041
Gillespie, TX	30.2954086	-98.9086643	30.1362426	30.4999945	-99.3042164	-98.5874615
Glasscock, TX	31.8640224	-101.4811312	31.6509225	32.0875042	-101.776088	-101.2642211
Goliad, TX	28.6467776	-97.4379552	28.3885613	28.9256303	-97.7783898	-97.1535883
Gonzales, TX	29.4436555	-97.5108636	29.1103776	29.7846367	-97.8587731	-97.1305297
Gray, TX	35.3711816	-100.7892236	35.1820715	35.6206641	-101.0861284	-100.538109
Grayson, TX	33.5636114	-96.6702111	33.3978855	33.9583489	-96.9450702	-96.3794001
Gregg, TX	32.4492408	-94.8532848	32.3600473	32.6625571	-94.9868422	-94.5787877
Grimes, TX	30.5169334	-95.9943034	30.2273494	30.8640583	-96.1882672	-95.8041421
Guadalupe, TX	29.6480061	-97.8279576	29.3654141	29.8581183	-98.3121626	-97.6310756
Hale, TX	34.0321298	-101.8088827	33.8245545	34.3131354	-102.090398	-101.5636672
Hall, TX	34.5036637	-100.6536777	34.3127651	34.7482965	-100.9460579	-100.4157612
Hamilton, TX	31.6429346	-97.9715967	31.4163989	32.0180621	-98.4635433	-97.7662289
Hansford, TX	36.2563401	-101.3621472	36.0551891	36.4998994	-101.6239372	-101.0851494
Hardeman, TX	34.2510707	-99.7322571	34.0571127	34.579273	-99.9978658	-99.4748286
Hardin, TX	30.3049642	-94.403904	30.0970402	30.527724	-94.7326967	-94.0688391
Harris, TX	29.8119769	-95.3741247	29.497339	30.1707336	-95.9608455	-94.9084644
Harrison, TX	32.5233959	-94.3982158	32.326927	32.7930878	-94.7024318	-94.0428941
Hartley, TX	35.8418438	-102.6145811	35.6224347	36.0554123	-103.0416399	-102.1628459
Haskell, TX	33.1542164	-99.7199972	32.9568888	33.3989459	-99.99121	-99.4712036
Hays, TX	30.0447901	-98.0393127	29.3447901	30.7447901	-98.7393127	-97.3393127
Hemphill, TX	35.8293476	-100.2564532	35.6190244	36.0560237	-100.54119	-100.000394
Henderson, TX	32.182598	-95.7893178	32.0058599	32.3590747	-96.451874	-95.428374
Hidalgo, TX	26.3530256	-98.216445	26.03634	26.7830283	-98.58646	-97.86161
Hill, TX	31.9595085	-97.0881654	31.7089309	32.2669948	-97.494431	-96.7191254
Hockley, TX	32.0108506	-97.1303744	31.9431637	32.0568498	-97.1486234	-97.0814234
Hood, TX	32.4107555	-97.828282	32.2333961	32.5622628	-98.0685077	-97.6157113
Hopkins, TX	33.1368252	-95.5656578	32.9603678	33.376881	-95.8638157	-95.3080136
